TITLE = "Cavity Field Data"
variables="x(m)""y(m)""p(N/m^2)""u(m/s)""v(m/s)""p-exact""u-exact""v-exact""DE-p""DE-u""DE-v"
zone T="n=1"
I= 41 J= 41
DATAPACKING=POINT
0.000000e+00 0.000000e+00 8.013338e-01 5.000000e-01 7.166667e-01 7.500000e-01 5.000000e-01 7.166667e-01 5.133384e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.250000e-03 8.013338e-01 4.999614e-01 7.166452e-01 7.562829e-01 4.999614e-01 7.166452e-01 4.505092e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.500000e-03 8.013338e-01 4.998458e-01 7.165810e-01 7.625643e-01 4.998458e-01 7.165810e-01 3.876954e-02 0.000000e+00 0.000000e+00
0.000000e+00 3.750000e-03 8.013338e-01 4.996531e-01 7.164739e-01 7.688426e-01 4.996531e-01 7.164739e-01 3.249126e-02 0.000000e+00 0.000000e+00
0.000000e+00 5.000000e-03 8.013338e-01 4.993835e-01 7.163241e-01 7.751162e-01 4.993835e-01 7.163241e-01 2.621764e-02 0.000000e+00 0.000000e+00
0.000000e+00 6.250000e-03 8.013338e-01 4.990369e-01 7.161314e-01 7.813836e-01 4.990369e-01 7.161314e-01 1.995021e-02 0.000000e+00 0.000000e+00
0.000000e+00 7.500000e-03 8.013338e-01 4.986137e-01 7.158960e-01 7.876433e-01 4.986137e-01 7.158960e-01 1.369052e-02 0.000000e+00 0.000000e+00
0.000000e+00 8.750000e-03 8.013338e-01 4.981139e-01 7.156179e-01 7.938937e-01 4.981139e-01 7.156179e-01 7.440120e-03 0.000000e+00 0.000000e+00
0.000000e+00 1.000000e-02 8.013338e-01 4.975377e-01 7.152971e-01 8.001333e-01 4.975377e-01 7.152971e-01 1.200551e-03 0.000000e+00 0.000000e+00
0.000000e+00 1.125000e-02 8.013338e-01 4.968853e-01 7.149338e-01 8.063605e-01 4.968853e-01 7.149338e-01 -5.026648e-03 0.000000e+00 0.000000e+00
0.000000e+00 1.250000e-02 8.013338e-01 4.961571e-01 7.145279e-01 8.125738e-01 4.961571e-01 7.145279e-01 -1.123994e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.375000e-02 8.013338e-01 4.953532e-01 7.140795e-01 8.187716e-01 4.953532e-01 7.140795e-01 -1.743780e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.500000e-02 8.013338e-01 4.944740e-01 7.135888e-01 8.249525e-01 4.944740e-01 7.135888e-01 -2.361868e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.625000e-02 8.013338e-01 4.935198e-01 7.130557e-01 8.311149e-01 4.935198e-01 7.130557e-01 -2.978107e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.750000e-02 8.013338e-01 4.924910e-01 7.124804e-01 8.372573e-01 4.924910e-01 7.124804e-01 -3.592345e-02 0.000000e+00 0.000000e+00
0.000000e+00 1.875000e-02 8.013338e-01 4.913881e-01 7.118630e-01 8.433781e-01 4.913881e-01 7.118630e-01 -4.204430e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.000000e-02 8.013338e-01 4.902113e-01 7.112036e-01 8.494760e-01 4.902113e-01 7.112036e-01 -4.814211e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.125000e-02 8.013338e-01 4.889612e-01 7.105022e-01 8.555492e-01 4.889612e-01 7.105022e-01 -5.421538e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.250000e-02 8.013338e-01 4.876383e-01 7.097591e-01 8.615964e-01 4.876383e-01 7.097591e-01 -6.026260e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.375000e-02 8.013338e-01 4.862430e-01 7.089744e-01 8.676161e-01 4.862430e-01 7.089744e-01 -6.628229e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.500000e-02 8.013338e-01 4.847759e-01 7.081481e-01 8.736068e-01 4.847759e-01 7.081481e-01 -7.227295e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.625000e-02 8.013338e-01 4.832376e-01 7.072805e-01 8.795670e-01 4.832376e-01 7.072805e-01 -7.823312e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.750000e-02 8.013338e-01 4.816286e-01 7.063716e-01 8.854952e-01 4.816286e-01 7.063716e-01 -8.416132e-02 0.000000e+00 0.000000e+00
0.000000e+00 2.875000e-02 8.013338e-01 4.799497e-01 7.054217e-01 8.913899e-01 4.799497e-01 7.054217e-01 -9.005609e-02 0.000000e+00 0.000000e+00
0.000000e+00 3.000000e-02 8.013338e-01 4.782013e-01 7.044308e-01 8.972498e-01 4.782013e-01 7.044308e-01 -9.591598e-02 0.000000e+00 0.000000e+00
0.000000e+00 3.125000e-02 8.013338e-01 4.763843e-01 7.033992e-01 9.030734e-01 4.763843e-01 7.033992e-01 -1.017395e-01 0.000000e+00 0.000000e+00
0.000000e+00 3.250000e-02 8.013338e-01 4.744992e-01 7.023270e-01 9.088592e-01 4.744992e-01 7.023270e-01 -1.075253e-01 0.000000e+00 0.000000e+00
0.000000e+00 3.375000e-02 8.013338e-01 4.725469e-01 7.012145e-01 9.146057e-01 4.725469e-01 7.012145e-01 -1.132719e-01 0.000000e+00 0.000000e+00
0.000000e+00 3.500000e-02 8.013338e-01 4.705280e-01 7.000618e-01 9.203117e-01 4.705280e-01 7.000618e-01 -1.189779e-01 0.000000e+00 0.000000e+00
